Timestamp,Motor1_Pressure,Motor1_Pressure_Flag,Motor1_Plunger_Position,Motor1_Valve_Position,Motor2_Pressure,Motor2_Pressure_Flag,Motor2_Plunger_Position,Motor2_Valve_Position,Motor3_Pressure,Motor3_Pressure_Flag,Motor3_Plunger_Position,Motor3_Valve_Position,Motor4_Pressure,Motor4_Pressure_Flag,Motor4_Plunger_Position,Motor4_Valve_Position,Motor5_Pressure,Motor5_Pressure_Flag,Motor5_Plunger_Position,Motor5_Valve_Position,Motor6_Pressure,Motor6_Pressure_Flag,Motor6_Plunger_Position,Motor6_Valve_Position
2025-09-19 14:47:00.406121,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.440147,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.460438,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.481002,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.501513,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.522297,26.010009765625,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.542974,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.562918,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.583158,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.603908,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.623966,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.644473,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.664942,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.685444,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.705824,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.725921,27.74412727355957,0,0.0,0,-8.721394538879395,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.746310,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.766753,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.787018,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.807065,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-5.307887554168701,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.827390,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.847554,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.867913,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.888325,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.908615,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.930043,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.949543,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.970043,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-5.307887554168701,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:00.990046,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.010508,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,0.0,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.031064,26.010009765625,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.050999,26.010009765625,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.071154,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-5.307887554168701,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.091264,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.111615,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.131928,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.153370,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,0.0,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.173190,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.193587,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.214041,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,0.0,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.234885,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.257687,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.278032,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.298187,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.318723,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.338958,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-5.2721848487854,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.360313,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.380323,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.400743,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-5.307887554168701,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.421142,27.74412727355957,0,0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.441507,27.74412727355957,0,-0.0,0,-6.977145671844482,0,0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.462842,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.482581,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,0.0,0,-3.5386135578155518,0,0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.502843,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,0.0,0,0.0,0
2025-09-19 14:47:01.523154,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,0.0,0,-0.0,0
2025-09-19 14:47:01.543366,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-5.307887554168701,0,-0.0,0,0.0,0,-0.0,0
2025-09-19 14:47:01.563552,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,0.0,0,-0.0,0
2025-09-19 14:47:01.585475,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,0.0,0,-0.0,0
2025-09-19 14:47:01.605512,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.625795,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,0.0,0,-0.0,0,-3.5386135578155518,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.646033,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.666505,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.687691,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,0.0,0,-0.0,0,-3.5386135578155518,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.707606,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-5.307887554168701,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.728083,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-3.5386135578155518,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.748400,27.74412727355957,0,-0.0,0,-8.721394538879395,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.768568,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.788892,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.809313,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.829242,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.849548,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.869714,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.889829,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.912179,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.932668,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.952858,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.973341,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:01.993640,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:02.014779,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:02.034546,27.74412727355957,0,-0.0,0,-8.721394538879395,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:02.054911,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
2025-09-19 14:47:02.074975,27.74412727355957,0,-0.0,0,-6.977145671844482,0,-0.0,0,-3.5148072242736816,0,-0.0,0,1.7208675146102905,0,-0.0,0,-1.7693177461624146,0,-0.0,0,-1.7531789541244507,0,-0.0,0
